product_id,booktitle,author,price,current_price,quantity,category,n_review,avg_rating,pages,publisher,mainImage[0].url,1,language[0],,,discount
4829,How Psychology Works - Hiểu Hết Về Tâm Lý Học,Jo Hemmings,280000,221000,13802,Others,3180,4.8,247,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/2b/84/ff/cb34637573525a998596b58d6939411e.jpg,0.4,Vietnamese (Tiếng Việt),,,40
7341,Đại Dương Đen - Những Câu Chuyện Từ Thế Giới Của Trầm Cảm,Đặng Hoàng Giang,109000,65400,9627,Truyện ngắn - Tản văn - Tạp Văn,2013,5,322,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/f7/fb/9a/e8b9a94478dc887c4b84b6b6439f6335.jpg,0.4,Vietnamese (Tiếng Việt),,,40
8033,Cú Săn Đêm,Samuel Bjork,179000,115001,7,Tiểu Thuyết,0,0,400,Unknown,https://salt.tikicdn.com/ts/product/45/6c/b1/1d809c7be82ee19ca6b7ddcb18a494bc.jpg,0.15,Vietnamese (Tiếng Việt),,,15
3711,Vị Thần Của Những Quyết Định,Universe,300000,180000,4654,Sách Chiêm Tinh - Horoscope,648,4.8,320,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/0c/49/5f/751b9c711c12def9beb2a3bbc3290d77.jpg,0.3,Vietnamese (Tiếng Việt),,,30
1536,Hoàng Tử Bé (Tái Bản 2019),Antoine De Saint-Exupéry,240000,144000,20669,Truyện kể cho bé,3011,4.8,102,Unknown,https://salt.tikicdn.com/ts/product/5c/e7/68/26838e18d7f96d562d828980520019d2.jpg,0.4,Vietnamese (Tiếng Việt),,,40
3797,Muôn Kiếp Nhân Sinh (Khổ Nhỏ),Nguyên Phong,134000,113900,12009,Others,2603,4.8,482,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/df/75/ac/207386a97daf1b2338598005cc8139c9.jpg,0.27,Vietnamese (Tiếng Việt),,,27
6701,Bước Chậm Lại Giữa Thế Gian Vội Vã (Tái Bản),Hae Min,79000,55100,44869,Truyện ngắn - Tản văn - Tạp Văn,3702,4.8,256,Unknown,https://salt.tikicdn.com/ts/product/7a/18/8e/2f70de3ea7eec9c34f55e402254e27ed.jpg,0.4,Vietnamese (Tiếng Việt),,,40
3246,Totto - Chan Bên Cửa Sổ (Tái Bản),Kuroyanagi Tetsuko,75000,45000,18288,Truyện dài,1829,5,456,Unknown,https://salt.tikicdn.com/ts/product/24/39/01/1718d16b33315c03026cee717adad4b3.jpg,0.4,Vietnamese (Tiếng Việt),,,40
7377,Thay Đổi Cuộc Sống Với Nhân Số Học,David A. Phillips,98000,72000,24563,Others,4712,4.8,342,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/19/3a/7d/c0ba28d461ef53622b58fddbdbe0c47d.jpg,0.43,Vietnamese (Tiếng Việt),,,43
8654,Những Người Khốn Khổ (Boxet 2 Tập),Victor Hugo,85000,51000,2274,Tác phẩm kinh điển,553,4.8,1672,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/16/63/e2/b9e75fdf59ba03521829dfe7e2f2034b.jpg,0.2,Vietnamese (Tiếng Việt),,,20
956,Trăm Năm Cô Đơn,Gabriel Garcia Marquez,79000,47400,7143,Truyện ngắn - Tản văn - Tạp Văn,989,4.7,496,Unknown,https://salt.tikicdn.com/ts/product/37/3b/5d/5efd681d48d5a81e3e6675121e69d38d.jpg,0.4,Vietnamese (Tiếng Việt),,,40
2084,Dịch Hạch (Nobel Văn Chương 1957),Albert Camus,98000,58800,2904,Tác phẩm kinh điển,508,4.6,392,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/36/48/39/2ef073f6a40a268deb12ecc35a6b1145.jpg,0.4,Vietnamese (Tiếng Việt),,,40
1620,Luật Tâm Thức - Giải Mã Ma Trận Vũ Trụ,Ngô Sa Thạch,248000,141300,27672,Lĩnh vực khác,6325,4.7,408,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/46/4d/81/dadc621baaa9d45b52a444616d8e3cb8.jpg,0.3,Vietnamese (Tiếng Việt),,,30
7128,Dám Bị Ghét,Koga Fumitake,499000,399000,45858,Tiểu Thuyết,3457,4.8,336,Unknown,https://salt.tikicdn.com/ts/product/74/11/ff/6304c47fec56e6f0b2110be65af0c7c2.jpg,0.4,Vietnamese (Tiếng Việt),,,40
1199,Chú Bé Mang Pyjama Sọc (Tái Bản 2018),John Boyne,169000,101400,8464,Truyện kể cho bé,1351,5,253,Unknown,https://salt.tikicdn.com/ts/product/19/4f/27/99b31589a12ac561e769081c4eb32d1f.jpg,0.4,Vietnamese (Tiếng Việt),,,40
2189,Rừng Nauy (Tái Bản),Haruki Murakami,129000,77400,3660,Tiểu Thuyết,777,4.8,556,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/c9/e4/18/a9cfc425fa590c453f20307229804bb3.jpg,0.4,Vietnamese (Tiếng Việt),,,40
1918,Sự Im Lặng Của Bầy Cừu (Tái Bản),Thomas Harris,320000,223001,15845,Truyện dài,2469,4.8,347,Unknown,https://salt.tikicdn.com/ts/product/cd/2a/5b/926ca6c7b295c6e7cea39390efe08968.jpg,0.4,Vietnamese (Tiếng Việt),,,40
2693,Tâm Lý Học Về Tiền,Morgan Housel,96000,57600,18383,"Sách tài chính, tiền tệ",2990,4.8,384,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/83/23/b7/14a42ae4f66c9b8b298aaef4b9671442.jpg,0.3,Vietnamese (Tiếng Việt),,,30
2487,Bố Con Cá Gai (Tái Bản 2019),Cho Chang - In,68000,40800,6384,Tiểu Thuyết,1025,4.8,340,Unknown,https://salt.tikicdn.com/ts/product/85/b4/a3/dc8b8311f434cc946563963bc8e30071.jpg,0.4,Vietnamese (Tiếng Việt),,,40
2969,Xứ Cát,Frank Herbert,150000,90000,5185,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,1065,4.7,714,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/b4/f0/81/5d5e4a26cb029fdecd04e0c30cbef17a.jpg,0.4,Vietnamese (Tiếng Việt),,,40
4101,Tuổi Trẻ Đáng Giá Bao Nhiêu (Tái Bản),Rosie Nguyễn,240000,144000,6552,Others,1273,4.8,291,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/56/ce/23/64b2eaa5b859d8ba1412f1b350c3e128.jpg,0.4,Vietnamese (Tiếng Việt),,,40
4190,"Nóng Giận Là Bản Năng , Tĩnh Lặng Là Bản Lĩnh",Tống Mặc,115000,69000,65623,Others,6602,4.8,264,Unknown,https://salt.tikicdn.com/ts/product/70/9a/98/e6d54019a2079b9565114bce93b245b7.jpg,0.36,Vietnamese (Tiếng Việt),,,36
4885,Hiệu Sách Nhỏ Ở Paris,Nina George,189000,133000,5665,Tiểu Thuyết,1069,4.8,452,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/7c/0d/6c/8fcbd6abc1ac716d07b3593f9b97f53b.jpg,0.4,Vietnamese (Tiếng Việt),,,40
6444,Tiếng Núi,Kawabata Yasunari,96000,57600,854,Tác phẩm kinh điển,79,4.8,384,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/06/b0/b9/7ab33a63c472dddb0310a528119118b9.jpg,0.4,Vietnamese (Tiếng Việt),,,40
6445,Bắt Trẻ Đồng Xanh (Tái Bản 2020),Jerome David Salinger,249000,149400,6679,Tiểu Thuyết,1547,4.8,328,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/65/74/fb/1e6ca7a2fa28d83667a8e50144e43d0d.jpg,0.4,Vietnamese (Tiếng Việt),,,40
9103,1111 - Nhật Ký Sáu Vạn Dặm Trên Yên Xe Cà Tàng,Trần Đặng Đăng Khoa,115000,69000,768,Others,59,5,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/16/99/f6/b1b3d72f9802de5ae8ae20d641fd1e63.jpg,0.19,Vietnamese (Tiếng Việt),,,19
1923,Tâm Lý Học - Phác Họa Chân Dung Kẻ Phạm Tội,Diệp Hồng Vũ,90000,54000,16741,Others,5540,4.8,280,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/cb/79/53/7cf60ac4e52cb3f61aa1b4986a0efee6.jpg,0.36,Vietnamese (Tiếng Việt),,,36
2470,Phía Sau Nghi Can X (Tái Bản 2019),Higashino Keigo,89000,57001,16595,Truyện trinh thám,3213,4.8,396,Unknown,https://salt.tikicdn.com/ts/product/23/56/86/a538698ead7dc2f693d1e9778417317d.jpg,0.4,Vietnamese (Tiếng Việt),,,40
910,Nàng Tóc Đỏ (Nobel Văn Chương 2006),Unknown,149000,89400,708,Tác phẩm kinh điển,85,4.7,320,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/3d/3e/d8/bdc5a3edcd4ecd6bb91895ffb67cbe11.jpg,0.45,Vietnamese (Tiếng Việt),,,45
4608,Đàn Ông Sao Hỏa Đàn Bà Sao Kim,John Gray,220000,132000,48419,Others,3904,4.7,488,Unknown,https://salt.tikicdn.com/ts/product/0a/f6/38/bc10734989977da424642a1c4750eee2.jpg,0.28,Vietnamese (Tiếng Việt),,,28
4588,Kiêu Hãnh Và Định Kiến (Tái Bản),Jane Austen,105000,63000,1932,Tiểu Thuyết,369,4.8,362,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/13/1a/c5/8de00e3c753d0d571b793caeab329d8d.jpg,0.25,Vietnamese (Tiếng Việt),,,25
3111,Ikigai - Bí Mật Sống Trường Thọ Và Hạnh Phúc Của Người Nhật,Ken Mogi,88000,52800,5684,Others,498,4.8,199,Unknown,https://salt.tikicdn.com/ts/product/0c/ae/23/74a7396a4c1bcf48ed016b92ab349b5a.jpg,0.4,Vietnamese (Tiếng Việt),,,40
1969,Think And Grow Rich - Nghĩ Giàu Và Làm Giàu,Napoleon Hill,325000,262000,8825,Bài học kinh doanh,1448,4.8,450,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/2f/87/11/33e6b375996b5012307dcd3986e0b692.jpg,0.34,Vietnamese (Tiếng Việt),,,34
3314,Nói Một Cách Đơn Giản,Rhee Dongwoo,145000,93001,628,Others,73,5,264,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/f6/90/1a/7798d89cd8c6808df55571c8af40a286.jpg,0.24,Vietnamese (Tiếng Việt),,,24
1873,Một Họa Sĩ Phù Thế,Kazuo Ishiguro,109000,65400,291,Tiểu Thuyết,21,5,299,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/1d/84/65/0914ab54b67cfc02cbe8e36e21ae1ff0.jpg,0.4,Vietnamese (Tiếng Việt),,,40
7003,Bạch Dạ Hành (Tái Bản),Higashino Keigo,120000,66000,3528,Truyện trinh thám,918,4.8,628,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/80/67/af/753a66ef25086f469826f3ee4716f751.jpg,0.4,Vietnamese (Tiếng Việt),,,40
3247,"Nói Chuyện Là Bản Năng, Giữ Miệng Là Tu Dưỡng, Im Lặng Là Trí Tuệ",Trương Tiếu Hằng,188000,135300,7744,Sách nghệ thuật sống đẹp,1242,4.8,450,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/53/ec/b6/e67dfef8643496ef9abe6e5430b1a630.jpg,0.3,Vietnamese (Tiếng Việt),,,30
5047,Không Ai Có Thể Làm Bạn Tổn Thương Trừ Khi Bạn Cho Phép (Tặng Kèm 1 Bộ Bookmark Gồm 4 Cái),Yoo Eun Jung,116000,86500,7994,Others,1418,5,304,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/48/cf/b6/591dc6b51337aca15183552706b57087.jpg,0.39,Vietnamese (Tiếng Việt),,,39
4574,Sáu Người Đi Khắp Thế Gian (Tập 2) ( Tái Bản 2019 ),James Albert Michener,90000,54000,18,Others,4,5,564,Unknown,https://salt.tikicdn.com/ts/product/5c/47/0d/3f1a1c7c6f6ab339b1acd2892ee7282e.jpg,0.15,Vietnamese (Tiếng Việt),,,15
4138,Combo 2 Cuốn: Muôn Kiếp Nhân Sinh + Muôn Kiếp Nhân Sinh 2 (Bìa Mềm),Nguyên Phong,110000,72600,5947,Others,1207,4.8,960,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/05/e6/c8/f77f8c96a0c0389027846193e9b62ae5.jpg,0.43,Vietnamese (Tiếng Việt),,,43
2782,Hoa Vẫn Nở Mỗi Ngày,Unknown,129000,98000,3892,Tiểu Thuyết,793,4.8,532,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/da/f6/2a/963d63c3dca69a9e40094b7765d4a70c.jpg,0.4,Vietnamese (Tiếng Việt),,,40
5332,Tâm Lý Học Hành Vi (Tặng Kèm 1 Bookmark ),Khương Nguy,169000,101400,13123,Others,2505,5,276,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/cd/72/24/a9f929f98397d1be047e47602989a5e0.jpg,0.36,Vietnamese (Tiếng Việt),,,36
7807,Điềm Tĩnh Và Nóng Giận,Tạ Quốc Kế,209000,125400,6838,Others,812,4.8,224,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/b4/51/cf/467cc6c113c3847a01516006180c20b2.jpg,0.34,Vietnamese (Tiếng Việt),,,34
1991,Cân Bằng Cảm Xúc Cả Lúc Bão Giông (Tặng Kèm Bookmark)(Tái Bản),Richard Nicholls,159000,111000,3906,Others,497,5,336,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/31/36/bb/3287d77a87926609cab4b41077c033ba.jpg,0.28,Vietnamese (Tiếng Việt),,,28
585,How Money Works - Hiểu Hết Về Tiền,Dịch giả Bùi Thị Quỳnh Chi,119000,72780,8546,Bài học kinh doanh,1291,4.7,257,Unknown,https://salt.tikicdn.com/ts/product/d9/00/9e/9ba4a6dbd6700f9c6abd30f1a65b93c4.jpg,0.4,Vietnamese (Tiếng Việt),,,40
6152,Rèn Luyện Tư Duy Phản Biện,Albert Rutherford,150000,127500,25115,Others,4341,4.8,204,Nhà Xuất Bản Phụ Nữ,https://salt.tikicdn.com/ts/product/22/cb/a9/524a27dcd45e8a13ae6eecb3dfacba7c.jpg,0.45,Vietnamese (Tiếng Việt),,,45
5388,Một chỗ trong đời,Annie Ernaux,436000,248500,240,Tác phẩm kinh điển,14,5,98,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/17/ae/b5/0331341f5afd84a1845acd591572d710.jpg,0.25,Vietnamese (Tiếng Việt),,,25
8432,Tàn Ngày Để Lại (Bìa Cứng),Kazuo Ishiguro,234000,140400,2895,Tiểu Thuyết,583,4.8,286,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/bc/82/ac/a6bf1a9e771d2741fbe89de5c121bad6.jpg,0.4,Vietnamese (Tiếng Việt),,,40
1519,Chúa Ruồi - Tiểu Thuyết (Nobel Văn Chương 1983)(Tái Bản 2020),William Golding,98000,63001,3918,Tác phẩm kinh điển,744,4.8,326,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/5f/97/52/a53eb98af3927cc5b5aeb08efa58d483.jpg,0.4,Vietnamese (Tiếng Việt),,,40
7814,Cuốn Sách Hoàn Hảo Về Ngôn Ngữ Cơ Thể - Body Language (Tái Bản),Allan & Barbara Pease,96000,63320,30490,Others,1076,4.7,456,Unknown,https://salt.tikicdn.com/ts/product/6f/e9/0c/3008cc78076b1ac7240c55bc014580d7.jpg,0.2,Vietnamese (Tiếng Việt),,,20
8413,GIẬN (TBL22),Thích Nhất Hạnh,280000,221000,1802,Others,145,5,248,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/56/4a/55/ded53bb350d07e82bf01a2b819a0e100.jpg,0.14,Vietnamese (Tiếng Việt),,,14
4726,Thạch Sùng Trên Gác Mái,Trịnh Lịch Nhi,105000,76000,15,Truyện ngắn - Tản văn - Tạp Văn,3,5,98,Unknown,https://salt.tikicdn.com/media/catalog/product/t/h/thach-sung-con-tren-gac-mai-01.u53.d20170206.t174801.428508.jpg,0.15,Vietnamese (Tiếng Việt),,,15
1464,Chia Rẽ - Tại Sao Chúng Ta Đang Sống Trong Thời Đại Của Những Bức Tường,Tim Marshall,300000,180000,1745,Truyện ngắn - Tản văn - Tạp Văn,272,4.8,396,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/15/ce/8e/0d9f11fc37b0de189ba66f4f07359108.jpg,0.4,Vietnamese (Tiếng Việt),,,40
5341,Kafka bên bờ biển (Tái Bản 2020),Haruki Murakami,99000,54450,4622,Tiểu Thuyết,986,4.8,530,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/63/99/70/ec162960adeabe3f2ce2f63fe4a2ebf7.jpeg,0.4,Vietnamese (Tiếng Việt),,,40
2241,Power Vs Force - Trường Năng Lượng Và Những Nhân Tố Quyết Định Hành Vi Của Con Người (Tái Bản),David R.Hawkins,69000,51700,2792,Kiến Thức Bách Khoa,281,5,398,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/37/54/79/b699efce8c0f4029f424019f561ef327.png,0.3,Vietnamese (Tiếng Việt),,,30
7325,"Càng Kỷ Luật, Càng Tự Do",Ca Tây,169000,101400,17018,Others,3219,4.8,288,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/a3/57/75/7e17fd1bc79704272e6beba9968682c8.jpg,0.32,Vietnamese (Tiếng Việt),,,32
2102,Chuyện Con Mèo Lập Kèo Cứu Sách,Natsukawa Sosuke,88000,52800,562,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,78,5,256,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/17/70/9a/5ad6bb124699c08b6ff8e2971f8b2493.jpg,0.4,Vietnamese (Tiếng Việt),,,40
2045,Giải Thích Ngữ Pháp Tiếng Anh (Với Bài Tập Và Đáp Án) (Tái Bản),Mai Lan Hương,198000,159000,5616,Sách Học Tiếng Anh,1014,5,560,Nhà Xuất Bản Đà Nẵng,https://salt.tikicdn.com/ts/product/e1/04/31/7763d9035552760f627c34acfec0e12f.jpg,0.31,Vietnamese (Tiếng Việt),,,31
1646,"Dear, Darling",Hiên,135000,116000,4735,Truyện ngắn - Tản văn - Tạp Văn,724,4.8,200,Nhà Xuất Bản Phụ Nữ Việt Nam,https://salt.tikicdn.com/ts/product/03/03/07/3fbe7cc39c9fe08b308274a03099c1c1.jpg,0.31,Vietnamese (Tiếng Việt),,,31
4964,Thương Nhớ Mười Hai (Việt Nam Danh Tác) (Tái Bản),Vũ Bằng,169000,101400,1119,Truyện ngắn - Tản văn - Tạp Văn,174,5,344,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/92/f3/e0/83cda0f7600bd6e6644747c27ce6131d.jpg,0.4,Vietnamese (Tiếng Việt),,,40
2129,Bộ sách Làm Giàu Từ Chứng Khoán (How To Make Money In Stock) phiên bản mới + Hướng Dẫn Thực Hành CANSLIM Cho Người Mới Bắt Đầu,William J. O’Neil,59000,50150,14656,"Sách tài chính, tiền tệ",2320,4.8,1044,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/16/02/ff/d8180a497eaf45bce49868b1af7be333.jpg,0,Vietnamese (Tiếng Việt),,,0
3137,Gỗ Thần,Lưu Khánh Bang,200000,120000,4,Truyện trinh thám,3,5,164,Unknown,https://salt.tikicdn.com/ts/product/e7/61/3a/985d5ad2db9a3966a9013420954703d0.jpg,0.15,Vietnamese (Tiếng Việt),,,15
2325,Tôi Nói Gì Khi Nói Về Chạy Bộ,Haruki Murakami,158000,94800,89,Truyện ngắn - Tản văn - Tạp Văn,15,5,235,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/38/ca/e6/d2ef5065043a253429e6587f7b1bea57.jpg,0.22,Vietnamese (Tiếng Việt),,,22
2766,Sức Mạnh Tiềm Thức (Tái Bản),Joseph Murphyc,179000,125300,5034,Others,711,5,336,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/45/26/55/58d50e8dcd42e6ee0296008d823bd9b7.jpg,0.34,Vietnamese (Tiếng Việt),,,34
7217,Nghệ Thuật Tư Duy Rành Mạch (Tái Bản),Rolf Dobelli,109000,74000,9719,Others,888,4.8,422,Unknown,https://salt.tikicdn.com/ts/product/ef/a6/94/70074b99dabd536696638bbf513401d4.jpg,0.4,Vietnamese (Tiếng Việt),,,40
3672,Không Bao Giờ Là Thất Bại - Tất Cả Là Thử Thách (Ấn Bản Cập Nhật Đầy Đủ Nhất)(Bìa Cứng),Chung Ju Yung,119000,71400,6051,Bài học kinh doanh,490,5,512,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/media/catalog/producttmp/b8/10/fd/0cef918a7aedb9ede38d46aeadc4bf2d.jpg,0.37,Vietnamese (Tiếng Việt),,,37
2564,Mát Mát Lạnh Lạnh,Ngọc Bảo An,220000,151800,278,Truyện ngắn - Tản văn - Tạp Văn,13,4.7,126,Unknown,https://salt.tikicdn.com/media/catalog/product/m/a/mat mat lanh lanh.u547.d20160719.t104506.jpg,0.21,Vietnamese (Tiếng Việt),,,21
2931,Bí Mật Của Naoko,Higashino Keigo,88000,61100,12680,Tiểu Thuyết,1293,4.7,468,Unknown,https://salt.tikicdn.com/media/catalog/product/u/n/unnamed--1-.u3059.d20170515.t104135.72047.jpg,0.4,Vietnamese (Tiếng Việt),,,40
7490,Người Giỏi Không Phải Là Người Làm Tất Cả (Tái Bản),Donna M. Genett,99000,59400,1278,Sách kỹ năng làm việc,88,5,116,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/89/93/21/e82aabcdb76f43e2b80e00c6ac2e5717.jpg,0.34,Vietnamese (Tiếng Việt),,,34
2491,Chiến Tranh Tiền Tệ - Tập 5,Song Hong Bing,700000,700000,182,"Sách quản trị, lãnh đạo",15,5,456,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/27/fb/94/9c38c917a164600a498184d3d73c47f5.jpg,0.3,Vietnamese (Tiếng Việt),,,30
8320,Monster #8 - Tập 6,Naoya Matsumoto,79000,67150,1438,Others,132,5,188,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/78/98/79/dbe0ea056cb4595fd6c56e1f3defa593.jpg,0.15,Vietnamese (Tiếng Việt),,,15
